task_id,client,title,hours,budget,window,months,has_unit,flag
b4d6ebb9-3d57-4edd-b6d1-cc31bedc8ac8,Autofleet,Simulator Wizard (26-30) - 23.5h,23.5,30,2021-12 → 2022-04,5,yes,budget-range
bcac6ad6-39b6-4451-97fb-701aa1bc7371,Autofleet,New employees post design (6) - 6.25h,6.25,6,2021-12 → 2022-04,5,yes,
ebc4b652-c7ef-400e-a6b5-e3af3021afaf,Autofleet,New employees post implementation - 1h,1,,2022-01 → 2022-04,4,yes,
03430580-b0db-4da7-9c69-edee5078ceb1,Autofleet,Conference booth 2022 -0.5h,0.5,,2022-01 → 2022-04,4,yes,
2ce82cad-5ba5-450b-8d13-4f71312a2ba3,Autofleet,Notebook design (6-10h) - 7h,7,10,2022-02 → 2022-04,3,yes,budget-range
1676ba2a-ad3c-4986-a025-c29be5ab57ce,Autofleet,Business cards implementation - 0.5h,0.5,,2022-02 → 2022-04,3,yes,
5b1692d8-332b-41c2-bb9a-0def234bb498,Autofleet,AF Stickers (15h + 2h) - 17h,17,17,2022-02 → 2022-04,3,yes,budget-sum
9f7068b0-d6fb-4d01-aa30-2a49c8630f09,Autofleet,Coloring book (54h) - 14h,14,54,2022-02 → 2022-04,3,yes,budget-vs-actual-far
53d2f51e-75a9-49b1-a018-9012a4c05faa,Autofleet,Website update - news - 1.5h,1.5,,2022-02 → 2022-04,3,yes,
7e39a6fe-6b42-42dc-9e1f-60922214df99,Autofleet,Website update - testimonials - 1h,1,,2022-02 → 2022-04,3,yes,
c975a104-42d0-461e-9fdc-15724da55d2e,Autofleet,Advanced search filters (8-16h) - 15.25,15.25,16,2022-02 → 2022-04,3,yes,budget-range
76227541-f848-4072-a400-499bbeec2ae9,Autofleet,Website form request - 1.5h,1.5,,2022-03 → 2022-04,2,yes,
59cb1908-f5f5-43bb-86c8-8ce4ae73fe1e,Autofleet,Autofleet One Pager (16h)- 7h,7,16,2022-03 → 2022-04,2,yes,
b1232ad3-10fc-40ca-90bf-78c551b8df55,Autofleet,CTA Top Bar Menu - 3.25h,3.25,,2022-03 → 2022-04,2,yes,
5fd01224-e864-4954-96f8-70a6b4e89bb3,Autofleet,Driver app ride history - 23.5h ,23.5,,2022-03 → 2022-04,2,yes,
fa75dad8-bf8c-4357-ae5f-30330bb22ec0,Autofleet,Autofleet wall stickers  - 10h,10,,2022-03 → 2022-04,2,yes,
570ea9fe-9d52-4c03-a3bd-96870e8e95c2,Autofleet,Raas page logo list - 0.75h,0.75,,2022-03 → 2022-04,2,yes,
8329fa98-5f62-4b8f-adcf-3d7d57c52e34,Autofleet,Wizard Simulation - Sales Update - 70.5h,70.5,,2022-04 → 2022-06,3,yes,
45ee2d3b-875a-49d2-b814-9dc5e0a5abac,Autofleet,Employee tag (2h) - 2.75h,2.75,2,2022-04 → 2022-05,2,yes,
615898eb-7662-43e8-8fcc-75ce41366932,Autofleet,Development website changes - 2.5h ,2.5,,2022-04 → 2022-05,2,yes,
fa6f286a-5aaa-44cf-95f5-51c6525518be,Autofleet,Office walls graphics - 3.5h,3.5,,2022-04 → 2022-05,2,yes,
7f72cdf0-283f-4dc8-852f-2e5f208baf9e,Autofleet,Move 22 Booth update -1.5h,1.5,,2022-04 → 2022-11,8,yes,
74e94cd1-3904-4b24-adc8-f47cd0f20844,Autofleet,New employees post design - 0h,0,,2022-04 → 2022-05,2,yes,
9b7a958b-729d-4ab2-91ee-82aada258e08,Autofleet,SUMC booth (4h-6h) - 6h,6,6,2022-04 → 2022-06,3,yes,budget-multi
db31453a-1630-4960-ade2-db5afefa7b8d,Autofleet,Website Miro - 1h,1,,2022-04 → 2022-05,2,yes,
49d72154-1910-4e75-8eb8-901ac4a6473f,Autofleet,Company cover image (3-5h) - 5h,5,5,2022-05 → 2022-06,2,yes,budget-range
acd5c82d-ad35-47ae-ac58-cdd49f286f2b,Autofleet,"""We Are Hiring"" post -  (4h) - 6.25h",6.25,4,2022-05 → 2022-06,2,yes,
0643eb30-098f-4d3f-bc29-44507a10dd6f,Autofleet,Passenger app - 170.25h,170.25,,2022-05 → 2022-11,7,yes,
52835ef8-0954-46ae-9923-c647bb8f5200,Autofleet,Email signature - 1h,1,,2022-05 → 2022-06,2,yes,
7af6ec1a-9afd-4e97-9889-938b0e7b1554,Autofleet,Taxi meeting - 2h,2,,2022-05 → 2022-05,1,yes,
542e9baa-ce70-483b-b0c8-451aa4a41f0b,Autofleet,Taxi landing page (130h) - 133.5h,133.5,130,2022-05 → 2022-09,5,yes,
207d71d6-5298-464e-876b-c295533a14c6,Autofleet,Scania Sales simulator - 25h,25,,2022-05 → 2022-07,3,yes,
98466a03-2270-4c7d-8949-584208cd3c34,Autofleet,Taxi one pager (8-12h) - 12h,12,12,2022-06 → 2022-09,4,yes,budget-range
e9fb5d7f-d600-4b5b-86ed-29d749443094,Autofleet,Google case study banner - 0.5h,0.5,,2022-06 → 2022-07,2,yes,
b88e80c5-6244-4767-9c0b-73c510ee5e1b,Autofleet,Welcome aboard post+ Business Card - 0.5h,0.5,,2022-06 → 2022-07,2,yes,
96d360a9-242c-4bd3-9ce8-4747fee700a9,Autofleet,Taxi Summit Booth - 16.5h,16.5,,2022-06 → 2022-09,4,yes,
e785c0e4-0ddf-4cfa-8973-23092f3a8259,Autofleet,Entrance sign for event (2h) - 2.25h,2.25,2,2022-06 → 2022-07,2,yes,
5d261ca5-1da8-4c88-8866-004996144ebc,Autofleet,Driver app - fixes - 60h,60,,2022-06 → 2022-09,4,yes,
b1f4a529-3ce9-4401-97a4-78dad558800d,Autofleet,Social Case study banner -4.25h,4.25,,2022-07 → 2022-09,3,yes,
84d75472-be52-48eb-b8ca-7614d154bb8b,Autofleet,New employee post + business card implementation - 0.5h,0.5,,2022-08 → 2022-11,4,yes,
ea8ced3f-e5e6-4b0c-a617-92e278ba7cb6,Autofleet,Autofleet move 22 booth (6-8h) - 7.5h,7.5,8,2022-08 → 2022-11,4,yes,budget-range
079f2087-1f2e-43a2-98b2-ae260794acd2,Autofleet,Sign for website launch (2h) - 2h,2,2,2022-08 → 2022-11,4,yes,
79fb7079-f38f-4c82-853e-7e143717af46,Autofleet,Tshirt (4h) - 2.25h,2.25,4,2022-08 → 2022-11,4,yes,
b4d1c57f-e599-4882-87f7-fcdf7f12ef14,Autofleet,About page (12h) -  12h,12,12,2022-08 → 2023-02,7,yes,
546ee3c1-4d62-44e2-8e87-25f25a8e8207,Autofleet,Duplicate of Business cards production  - 0.25h,0.25,,2022-08 → 2022-11,4,yes,
be8144ca-112b-4251-b023-0864840c162a,Autofleet,New employees post design - 0.5h,0.5,,2022-09 → 2022-11,3,yes,
d646b9d8-d1e4-4a3d-9a59-435b53843715,Autofleet,Business Cards - 0.5h,0.5,,2022-09 → 2022-11,3,yes,
64da3514-9f7c-42b8-b73b-2041f4cc8bad,Autofleet,Mobilize Booth - 9h,9,,2022-09 → 2022-11,3,yes,
26388f96-b0e8-48df-a502-a323725a734f,Autofleet,CEATEC posters - 2h,2,,2022-10 → 2022-11,2,yes,
7aa1d7e7-be89-4ead-88e4-571eb4816829,Autofleet,Onepager Update - 1.25h,1.25,,2022-10 → 2022-11,2,yes,
8177e7d8-1bc3-45f2-8e15-f0040b79032c,Autofleet,New employee post - 0.5h,0.5,,2022-10 → 2022-11,2,yes,
c2b6d1cd-97e3-493c-ab79-ee2c4aaea8aa,Autofleet,EV Brochure - 2.5h,2.5,,2022-10 → 2022-11,2,yes,
9a9edff8-f9eb-4e7f-bf74-90b31958def1,Autofleet,Email image design - 1.5h,1.5,,2022-10 → 2022-11,2,yes,
b6a0b3b1-0e0e-40fd-b44b-589a3438cdc4,Autofleet,Website phase 2 (86.33h) - 86.33h,86.33,86.33,2022-10 → 2023-02,5,yes,
2b197601-907b-4a02-bee7-406b58dc4c5a,Autofleet,Website Taxi + Extras (9h) - 9h,9,9,2022-10 → 2023-02,5,yes,
2c5bbb44-7024-490e-9e8a-775c199cef09,Autofleet,Email Blog Design (8h-12h) - 5.5h,5.5,12,2022-10 → 2022-12,3,yes,budget-multi
4ff9c01b-a4c2-44d9-93a2-f898f775a7f6,Autofleet,Newsletter Banner (2h) - 2h,2,2,2022-10 → 2022-11,2,yes,
19d14224-0d02-424a-a85a-c666e8a8666d,Autofleet,Assets exporting - 0h,0,,2022-11 → 2022-11,1,yes,
c7abbdec-f2a0-443c-8703-e568129fbfd4,Autofleet,Website speed check (1.5h) - 1.5h,1.5,1.5,2022-12 → 2023-02,3,yes,
7d178ef6-8ba9-4f18-a269-26a11d96b8fa,Autofleet,Google Tag Problem (2h) - 2h,2,2,2023-02 → 2023-08,7,yes,
eeb5d45f-07fc-4ca3-95dc-5f5367d69bc3,Mobileye Corporate,Post images 2h,2,,2017-09 → 2018-01,5,yes,
cb1cd329-2327-4cf7-912a-53b42c06a7a8,Mobileye Corporate,board presentation to intel - friday-monday 1-3.9 - 28 hrs,28,3.9,2017-09 → 2017-09,1,yes,budget-range budget-vs-actual-far
3a4c8da1-6dec-4aed-bd49-e8a898f79c1b,Mobileye Corporate,תעודת מתקין - 5.5,5.5,,2017-09 → 2017-10,2,no,
77e200d8-df1e-46f8-b7d7-4e6bd6363b98,Mobileye Corporate,landing page-13.25h,13.25,,2017-10 → 2018-01,4,yes,
03d0ec1b-a950-44bc-a457-6a3d17d61c6c,Mobileye Corporate,אנימציית פתיח וסגיר -13,13,,2017-10 → 2017-10,1,no,
0adde4d2-ffe9-4072-85ac-65540952a766,Mobileye Corporate,ad- 2.5h,2.5,,2017-10 → 2018-01,4,yes,
18274963-4c4a-4c95-964f-9ae70229efd5,Mobileye Corporate,work template- 4.5h,4.5,,2017-10 → 2018-01,4,yes,
b340462c-8da3-4b2d-b33b-8e0e3541858d,Mobileye Corporate,Roll Up - 6 HRS,6,,2017-10 → 2018-01,4,yes,
b0601768-1e17-4f28-9b32-7f06a18205e1,Mobileye Corporate,sales presentation to 3:4 - 4hrs,4,,2017-11 → 2018-01,3,yes,
4734fa30-fe3d-4a93-b335-c236c72cd21b,Mobileye Corporate,bus image for london - 2hrs,2,,2017-11 → 2018-01,3,yes,
e9673597-348a-4beb-9c01-94d0cb8949ed,Mobileye Corporate,Conference presentation - 24h,24,,2018-01 → 2018-01,1,yes,
a22fd1db-7c1c-48ed-8902-b380c9f405c1,Mobileye Corporate,Bus stickers for Singapore - 1.5h,1.5,,2018-01 → 2018-01,1,yes,
a66a17cc-664b-4038-9ba6-7857a827501e,Mobileye Corporate,TV Back drop Singapore - 4h,4,,2018-01 → 2018-01,1,yes,
0625e805-f3ca-4165-8eb8-a46cce7e5e3d,Mobileye Corporate,Chamber of Commerce presentation- 16h,16,,2018-01 → 2018-01,1,yes,
cbef41e6-f68a-429e-b39c-94a32ce83784,Mobileye Corporate,RSS Movie - Hebrew version- 2h,2,,2018-01 → 2018-04,4,yes,
b9acc617-f855-42f7-823d-a0815718a5b4,Mobileye Corporate,Shield Distributors polish version - 5.5 hr,5.5,,2018-02 → 2018-02,1,yes,
e3bb7ffc-f5c1-4ef4-b069-a015b851011f,Mobileye Corporate,Video Presentation - 4.5h,4.5,,2018-02 → 2018-03,2,yes,
94779549-69cb-45f0-ba3d-46b77b6de4c2,Mobileye Corporate,Video presentation#4 - 14h,14,,2018-05 → 2018-05,1,yes,
4e7e8322-5c92-4e42-9568-8f516f30ba06,Mobileye Corporate,Design for employees event - 22.5hr,22.5,,2018-03 → 2018-03,1,yes,
4aa9250c-49de-4787-9386-d8f6baddac52,Mobileye Corporate,Icons- 16h,16,,2018-03 → 2018-03,1,yes,
2cabd9f0-019d-4ccf-8f50-6d4a5062ea29,Mobileye Corporate,booth art work for Turkey 9 hr,9,,2018-04 → 2018-04,1,yes,
a5d104ba-9e7b-41e0-8c8e-6774680c49dd,Mobileye Corporate,Brochures translation to Swedish - 6h,6,,2018-04 → 2018-06,3,yes,
af0ff1db-2ef2-48c8-bad0-2b8dc49c6ed3,Mobileye Corporate,Roll up translation to Spanish - 5h,5,,2018-05 → 2018-06,2,yes,
97f325e9-ee54-4886-b6f5-45ddbafd33ba,Mobileye Corporate,Brochure translation to Spanish - 0.5h,0.5,,2018-05 → 2018-06,2,yes,
b2cecaed-0a82-475d-afb3-5a6661b6f017,Mobileye Corporate,Brochure translation to Danish - 5.5h,5.5,,2018-05 → 2018-06,2,yes,
8d9a2247-ef13-4b21-a197-05592ce35aa0,Mobileye Corporate,facebook movie 17 may - 6.5h,6.5,,2018-05 → 2018-05,1,yes,
97b4b2c5-cc6c-4305-8f56-12a2d7040628,Mobileye Corporate,Info graphic for social media - 8.75h,8.75,,2018-05 → 2018-06,2,yes,
a8b18d5f-3172-4bc2-a7f7-445c5ebbceb7,Mobileye Corporate,Aftermarket Movie (Shoshana) - 34.75h,34.75,,2018-05 → 2018-10,6,yes,
76451555-d713-4ae2-b8d4-e1593f5a2945,Mobileye Corporate,Pop-up booth translation to Spanish 2.25hrs,2.25,,2018-06 → 2018-06,1,yes,
b8598a08-d1e9-402d-a495-7f8ede249048,Mobileye Corporate,Brochure translation to finnish - 4h,4,,2018-06 → 2018-06,1,yes,
7468e9eb-35d6-43dc-b43d-7bc4e9c26dd6,Mobileye Corporate,Intercity highway image (Shoshana) 17 hrs,17,,2018-06 → 2018-07,2,yes,
5cb6edbc-a531-494e-97ca-e27da900ee2f,Mobileye Corporate,Costa rica Mobileye week (Latin America Region PO) - 14.25 hrs ,14.25,,2018-06 → 2018-06,1,yes,
d5a901de-63c5-40c1-a0a2-178ecfc677a0,Mobileye Corporate,RSS clip re-edit (Yael) - 15h,15,,2018-06 → 2018-06,1,yes,
1ae67cc6-28bd-4cb0-b99f-b9861bcbe040,Mobileye Corporate,Small videos blur edits (Tzahi) - 6hrs,6,,2018-06 → 2018-06,1,yes,
59a865c0-f597-41cd-85f5-9448fd6ef2a5,Mobileye Corporate,Testimonial Template - 3 h,3,,2018-06 → 2018-07,2,yes,
ab97dc15-8c47-49e2-b895-18d4958588af,Mobileye Corporate,Jobs website design (16 hours from client) - 16h ,16,16,2018-06 → 2019-04,11,yes,
04f995a3-02d4-4459-b4d2-b88c7e4185dd,Mobileye Corporate,Brochure translation to Greek - 13.25 h,13.25,,2018-07 → 2018-10,4,yes,
2ea90487-62e7-464d-8f52-0e4572a1dc94,Mobileye Corporate,Updated forward collision warning image -1.25hrs ,1.25,,2018-07 → 2018-07,1,yes,
158a915c-eaae-4d5a-94dc-9b59552c9669,Mobileye Corporate,VIdeo text - 4h,4,,2018-07 → 2018-07,1,yes,
0f1d0007-d21b-40fb-a6c6-17213c102d68,Mobileye Corporate,Hiring post-5h,5,,2018-07 → 2018-07,1,yes,
dac0270a-dc5c-46c4-ab4c-0f9bc981e98d,Mobileye Corporate,Shield+ image making project - 2h,2,,2018-07 → 2018-07,1,yes,
34181224-47a9-4b81-8cbd-3a6cdebe54aa,Mobileye Corporate,Alert Overview changes 0.5hrs,0.5,,2018-07 → 2018-08,2,yes,
1ec652dd-53dd-4313-8086-7819333a8ed9,Mobileye Corporate,Brochure translation to French - 4.25 h ,4.25,,2018-07 → 2018-10,4,yes,
8fa8da04-4da5-4584-8cdb-9b59642d7985,Mobileye Corporate,Shield+ Bus sticker - 1.25 h ,1.25,,2018-07 → 2018-08,2,yes,
f3706e55-b15f-4ee9-865d-913c5e92c3d8,Mobileye Corporate,Invitation to interview template  - 3 h,3,,2018-07 → 2018-08,2,yes,
3cf34667-c8b5-4858-b7ea-2c2d2c15cadf,Mobileye Corporate,Digital team alert video (Daniealle) - 2.75hrs ,2.75,,2018-08 → 2018-08,1,yes,
02c7683f-9dc4-4a33-a6f6-d60c5f8da5e1,Mobileye Corporate,Sheild+ Truck Movie - 5hr,5,,2018-08 → 2018-11,4,yes,
e1360cc2-5c7c-4bae-a0bb-e4759b19f207,Mobileye Corporate,AV clip - 10.5hrs,10.5,,2018-08 → 2018-10,3,yes,
0a516e03-26db-4151-89f8-def40f6bdd2d,Mobileye Corporate,Camera Video for Digital - 5.25hrs,5.25,,2018-08 → 2018-10,3,yes,
3839aad6-abcf-46e7-bd54-1254c8ff9144,Mobileye Corporate, influence comity ppt Presentation for Amnon - 2,2,,2018-09 → 2018-10,2,no,
3d69d19e-b3a3-4d49-ad0e-dd0813c5dbfe,Mobileye Corporate,Amnon video presentation 14.25 h,14.25,,2019-01 → 2019-01,1,yes,
190860fd-341f-4623-bd49-0b4c2d0f3b1a,Mobileye Corporate,She codes Sticker - 1.5hrs,1.5,,2019-08 → 2019-08,1,yes,
b1ce9213-2c14-4698-8b46-e17280474f00,Mobileye Corporate,Ad for students - 6hrs,6,,2018-10 → 2018-11,2,yes,
00c9aa13-025c-4d7c-b13c-cb5959e480b1,Mobileye Corporate,HR images from Sheild+ movie - 52.5h,52.5,,2018-10 → 2018-12,3,yes,
69f1cb86-077e-4de8-bb63-89a6df04e18b,Mobileye Corporate,Adding logo&details to brochure back page - 4 h,4,,2018-10 → 2018-11,2,yes,
3ab77011-7ef0-465d-8130-bc93829d399c,Mobileye Corporate,Baner Design for students - 1hrs,1,,2018-10 → 2018-11,2,yes,
44ce9d42-085a-4b6d-adcc-b89154ca485d,Mobileye Corporate,8 animated GIFS (20 from client) - 32.5h,32.5,20,2018-11 → 2018-12,2,yes,
95fe58a2-856f-492d-a592-fe1eb41a6f0c,Mobileye Corporate,Homepage header video (40 from client) - 35.25h,35.25,40,2018-11 → 2018-12,2,yes,
1b1f6e15-92b8-4052-91d4-fdda96ba7459,Mobileye Corporate,Shield+ Movie Japanese version (P) - 15h,15,,2018-11 → 2019-01,3,yes,
4af8e885-01fd-4a10-9187-1556a02e64e7,Mobileye Corporate,Shield+ Movie Korean version (P)  4.5h,4.5,,2018-11 → 2019-07,9,yes,
6ecdecbd-8cf5-4db9-9c7d-934ebe96f05e,Mobileye Corporate,Shield+ Movie German version - (24h budget) - 13.5h,13.5,24,2018-11 → 2020-05,19,yes,
9872aff8-d398-4700-b8a9-fded4759ed8a,Mobileye Corporate,ME8 Spanish version - (24h budget) - 2h,2,24,2018-11 → 2019-03,5,yes,budget-vs-actual-far
baede1f1-779a-4246-95a1-136302857e9f,Mobileye Corporate,Shield+ Movie LATAM version (P) -12h,12,,2018-11 → 2019-04,6,yes,
6fe319fe-369e-4c05-84d8-a93abeb931b9,Mobileye Corporate,Shield+ Movie Portuguese version (P) - 6.25h,6.25,,2018-11 → 2019-02,4,yes,
d5ddc9b5-4047-4d6e-b2c2-e983ea7d9ced,Mobileye Corporate,Aftermarket Movie Korean version (P) - 4.5h,4.5,,2018-11 → 2019-04,6,yes,
5ed9d3f6-070d-44bf-9624-99978d69bc1b,Mobileye Corporate,Aftermarket Movie Japanese version (P) - 7h,7,,2018-11 → 2019-01,3,yes,
bd143a1c-0cf5-418f-9fec-e2e0d3cb1026,Mobileye Corporate,ME8 Hebrew version (P) - 15.5h,15.5,,2018-11 → 2018-12,2,yes,
6115ec32-7b64-4e0f-bf71-cafc7ab90357,Mobileye Corporate,Shield+ Movie Spanish version (24h budget) - 5h,5,24,2018-11 → 2019-04,6,yes,budget-vs-actual-far
b5ed84bc-9db3-41dc-9ded-edc0f09b7dda,Mobileye Corporate,Sheild+ Movie French version  (24h budget) - 6.5h,6.5,24,2018-11 → 2019-01,3,yes,budget-vs-actual-far
41e5dbed-2ff8-48be-802e-56ab050f269e,Mobileye Corporate,urgent video clip task (Ayla) (32 from client)- 32.5h,32.5,32,2018-11 → 2018-12,2,yes,
2a571c76-1ccf-4b4b-9e68-5838c57671f0,Mobileye Corporate,Technological Employment Fair Booth - 8 hrs,8,,2018-11 → 2019-01,3,yes,
39981695-db34-4fea-936d-cf3acec03c22,Mobileye Corporate,Graphic AV Solutions - 10h,10,,2018-11 → 2018-12,2,yes,
2a2c12e2-fc22-466a-b151-0759c3f3d5b1,Mobileye Corporate,Aftermarket Movie Portuguese version (P) - 10.5 h,10.5,,2018-11 → 2019-02,4,yes,
9260c9ba-5bf0-4ee6-9c4e-0466aa0e1368,Mobileye Corporate,Aftermarket Movie LATAM version (P) - 5 h,5,,2018-11 → 2019-02,4,yes,
f97f914d-30ef-400c-b8e6-cf09237a4ba7,Mobileye Corporate,Shield+ Movie British Voice Over 2.5h,2.5,,2018-11 → 2019-03,5,yes,
f2a4c443-6250-4c0d-a5cb-96b4b40975b7,Mobileye Corporate,Aftermarket Spanish version - (24h budget) - 14h,14,24,2018-11 → 2019-02,4,yes,
ee29a998-70a0-4cef-a987-daf73428bbd7,Mobileye Corporate,Chart Design - 7.25 hrs,7.25,,2018-12 → 2019-01,2,yes,
b2e884e7-60ee-4768-9cab-02eed80df0e3,Mobileye Corporate,Technological Employment Fair add - 1 hrs,1,,2018-12 → 2018-12,1,yes,
93e536f6-afee-4d76-ae6e-5a3e15099d9d,Mobileye Corporate,Clip for Amnon CES - 9.5h,9.5,,2018-12 → 2018-12,1,yes,
3e687e4e-773a-4e44-bf47-357511067353,Mobileye Corporate,ME8 clip - Korean version - (P) 1.5h,1.5,,2018-12 → 2019-07,8,yes,
31522afe-2eea-4991-8df7-ac1ebbed027b,Mobileye Corporate,ME8 clip - Japanese version (P) - 9h,9,,2018-12 → 2019-10,11,yes,
5d854ab2-f084-47d8-b2a2-f369daed3118,Mobileye Corporate,ME8 clip - Portuguese version (P) - 4.75h,4.75,,2018-12 → 2019-07,8,yes,
70d21641-eeb1-4e9c-b667-e4bbfb083e21,Mobileye Corporate,MAI Slides - 17.5h,17.5,,2018-12 → 2019-01,2,yes,
70226630-cffc-4108-a256-fe1668f2d47b,Mobileye Corporate,Friends like me campaign - 54.5 hrs,54.5,,2018-12 → 2019-10,11,yes,
c53541d4-0fd1-4a03-804a-221c65f78a14,Mobileye Corporate,Parking clip for CES - 125h - FINAL,125,,2018-12 → 2019-11,12,yes,
5687e72c-21b8-446b-ac15-87ac5ae80456,Mobileye Corporate,Infographics for CES - 44hrs,44,,2018-12 → 2019-01,2,yes,
6a1530cc-edee-47b2-b295-0a32202fa7c2,Mobileye Corporate,CES presentation for Amnon - 57 hrs,57,,2018-12 → 2019-02,3,yes,
0298110c-a28e-4df9-9e69-a233adff2632,Mobileye Corporate,OS clip for CES - 45h,45,,2018-12 → 2019-02,3,yes,
b55cf242-8486-4676-8d7a-969979ffd6a0,Mobileye Corporate,ME6 Images  - 192.5h,192.5,,2018-12 → 2019-08,9,yes,
54db124d-1e92-4243-8e8e-14a6729e3abc,Mobileye Corporate,AV clips for CES - 10.25 hrs,10.25,,2018-12 → 2019-01,2,yes,
7f54224a-4fa0-4276-bc2d-9c613b3897fd,Mobileye Corporate,Trifocal - 2.5h,2.5,,2019-01 → 2019-01,1,yes,
5af07a0a-d3c8-4b49-911f-b9f69816554a,Mobileye Corporate,Blurring license plates - 14 hrs,14,,2019-01 → 2019-01,1,yes,
25fe4ac0-1551-4008-a6fb-7b0bee582816,Mobileye Corporate,Sheild+ Sanitation Truck version (P) - 136.75h,136.75,,2019-01 → 2019-06,6,yes,
dbd54ad5-9a9a-4e60-a5b9-e9f1fb0596eb,Mobileye Corporate,Summer internship - 8.5 hrs,8.5,,2019-01 → 2019-01,1,yes,
7a1af959-d58b-478b-bf09-5014a046bbba,Mobileye Corporate,Recruiting zipper design - 6.25h,6.25,,2019-02 → 2019-02,1,yes,
23fff923-c831-4154-82e3-8c4e85b300fd,Mobileye Corporate,Officers funds Booth design - 3.25h,3.25,,2019-02 → 2019-02,1,yes,
a77e109d-3c35-4535-ae6c-5fd515cb924e,Mobileye Corporate,מארז מד מזוודה - 3.75,3.75,,2019-02 → 2019-02,1,no,
1df64462-3a1f-476f-a16d-e6e84958b494,Mobileye Corporate,taasuka2019 Booth design - 10.5h,10.5,,2019-02 → 2019-05,4,yes,
304d6625-8962-4b09-8a7d-0e02fdd77b30,Mobileye Corporate,ME8 Opener - 37.75h,37.75,,2019-02 → 2019-04,3,yes,
986cf655-a39f-45f4-a66a-de16c22ab566,Mobileye Corporate,Shield+Movie French flag removing - 1.5h,1.5,,2019-03 → 2019-03,1,yes,
a574a1e3-6554-4e7e-b649-353634461616,Mobileye Corporate,Image making - 15.5,15.5,,2019-03 → 2019-03,1,no,
91d8da97-83f8-4804-b803-a814b4079266,Mobileye Corporate,Mobileye Alerts clips - 12h,12,,2019-03 → 2019-03,1,yes,
2233fb12-b7d9-422e-bc08-355ad63333c1,Mobileye Corporate,Mobileye presentation -4h,4,,2019-03 → 2019-03,1,yes,
9316fcea-49b7-44f8-9a28-6380f36f1884,Mobileye Corporate,taasuka 2019 Tshirt Design - 2.75h,2.75,,2019-03 → 2019-03,1,yes,
411cb238-9ef4-421e-ba45-35b68a6063f5,Mobileye Corporate,מודעה ליום זרקור - 1.5,1.5,,2019-03 → 2019-03,1,no,
e2ac3330-1e76-4ad7-bf20-f134648c4e64,Mobileye Corporate,Aftermarket Video cuts - 5.25h,5.25,,2019-03 → 2019-04,2,yes,
72647545-e37e-48b1-81d1-1898f26a4451,Mobileye Corporate,RSS vs SFF - 9.75h,9.75,,2019-03 → 2019-03,1,yes,
ce42a246-f912-49f7-b945-a9c0ff90a22d,Mobileye Corporate,Truck blind spot GIF - 2.5h,2.5,,2019-03 → 2019-03,1,yes,
ef950d9c-3c24-4f21-932f-b4d8d9b77174,Mobileye Corporate,REM clip headline removal - 0.5h,0.5,,2019-04 → 2019-05,2,yes,
e7cefb64-348b-49df-9605-05447fb7bfe5,Mobileye Corporate,AV tech clip for editing - 2h,2,,2019-04 → 2019-05,2,yes,
b8a6221b-1d44-4d47-9c99-dcbfd41a7b58,Mobileye Corporate,OS Clip #2 (UK) - 17.75h,17.75,,2019-04 → 2019-05,2,yes,
9a5a4426-0deb-4223-ad41-3141f58238d4,Mobileye Corporate,מודעה לסטודנטים - 1.25,1.25,,2019-04 → 2019-05,2,no,
94c9f714-c778-4f01-96ea-96b35d623276,Mobileye Corporate,AV clip edits (Tzahi - April 14) - 2.5h ,2.5,14,2019-04 → 2019-05,2,yes,budget-vs-actual-far
5fa8e5af-96ab-4621-9cda-c5a86c3ddc5c,Mobileye Corporate,Newsletter design - 8.25,8.25,,2019-04 → 2019-05,2,no,
65f38455-51d1-4319-a7d9-6f045bd6de0e,Mobileye Corporate,REM clip - Chinese subtitles - 1h,1,,2019-04 → 2019-05,2,yes,
c11f3f6a-6f45-4c6e-acf0-34094c100208,Mobileye Corporate,CES video translations - Russian German French Spanish (p) - 23h,23,,2019-04 → 2019-05,2,yes,
aa2afb90-4749-4551-80c1-b4059b025f4a,Mobileye Corporate,"CES video translations - Portuguese, Japanese, Korean - 10.5h",10.5,,2019-04 → 2019-05,2,yes,
0058a793-d034-406e-80d0-052c01f72543,Mobileye Corporate,Blur plates for UK website - 4h,4,,2019-04 → 2019-05,2,yes,
aa24f070-39a2-41ee-9615-2f806094810f,Mobileye Corporate,London GIF - 3h,3,,2019-05 → 2019-05,1,yes,
5da2033c-505c-411d-a5a6-b8039c6a16b6,Mobileye Corporate,Short ME8 clip - 1h,1,,2019-05 → 2019-05,1,yes,
c3bd298c-0623-4ff2-be1f-9ad37c3c99bf,Mobileye Corporate,Shelid+ Movie Chinese version (P) - 8.25h,8.25,,2019-05 → 2019-07,3,yes,
0f5047fe-c3b5-4c34-8634-7528c62202b0,Mobileye Corporate,Aftermarket clip - Chinese version (P) - 7h,7,,2019-05 → 2019-06,2,yes,
183e9c87-4b87-422d-ae73-25aa959a1758,Mobileye Corporate,AV Clip editing for Amnon - 24.75h,24.75,,2019-05 → 2019-06,2,yes,
0f87e8d6-58e0-4ef3-b3b6-daf1def4498f,Mobileye Corporate,Shield+ 4 clip (P) - 17.75h,17.75,,2019-05 → 2019-06,2,yes,
