task_id,client,section,original_title,clean_name,budget,budget_low,existing_estimate,title_hours,comment_hours,comment_count,unattributable_comment_hours,actual,attributable_hours,legacy_remainder,activity_from,activity_to,flag
cd13eaff-3c29-4b78-91b0-a7275b69caf0,Volta,Website (232+61/134) (Total 293-366) - 388.5 (27/1/2021),Website Wireframes (32-42) - 16.75h,Website Wireframes,42,32,,16.75,16.75,13,16.75,,,,2020-07-29,2020-10-29,budget-range rollup-parent-zeroed
e56d9af1-ee2d-4c59-a43d-e384b4af9503,Volta,Website (232+61/134) (Total 293-366) - 388.5 (27/1/2021),Full Website Design (105-146- final 200.5) - 200.5h,Full Website Design,200.5,,,200.5,221.75,54,221.75,,,,2020-10-20,2020-12-28,rollup-parent-zeroed
d7d446d7-3661-45c7-8abd-e1c4aeaa8b6b,Volta,Website (232+61/134) (Total 293-366) - 388.5 (27/1/2021),Mobile Adaptation (38-44 - final 44) - 44h,Mobile Adaptation,44,,,44,51.25,27,51.25,51.25,51.25,0,2020-12-03,2021-01-28,rollup-parent-kept-no-children entries-exceed-title-total
f34ceb45-3d55-4c64-8c62-83180eff3a9d,Volta,Website (232+61/134) (Total 293-366) - 388.5 (27/1/2021),Styleguide & Dev (30-38 - final 18) - 18h,Styleguide & Dev,18,,,18,13.25,20,13.25,18,13.25,4.75,2020-11-04,2021-02-15,rollup-parent-kept-no-children title-vs-comments-differ
e27c6618-9adc-4456-8a02-0b03d5908e6f,Volta,3D work (110+80+16+64=270) - 412.5 (2/5/2021),3D City + Headers (206 - final 271) - 281.5h,3D City + Headers,271,,,281.5,96,50,112,281.5,96,185.5,2020-08-26,2020-12-21,title-vs-comments-differ
747e807a-10d5-4199-8266-5dab588ac2d6,Volta,Website (232+61/134) (Total 293-366) - 388.5 (27/1/2021),Testemonials Page (8-10),Testemonials Page,10,8,,,,,,,,,,,budget-range
7c1ff60b-c83d-4da0-af75-268a82e22b3b,Volta,Website (232+61/134) (Total 293-366) - 388.5 (27/1/2021),About Page (3-4),About Page,4,3,,,,,,,,,,,budget-range
18025e65-16c9-491b-a527-62590c9df8d8,Volta,Website (232+61/134) (Total 293-366) - 388.5 (27/1/2021),Blog Page (3-4),Blog Page,4,3,,,,,,,,,,,budget-range
26a12473-3da6-40af-90de-1a4d0acf88c6,Volta,Website (232+61/134) (Total 293-366) - 388.5 (27/1/2021),Calculator (14-20),Calculator,20,14,,,,,,,,,,,budget-range
c2c0b507-d7c8-4812-9c35-dcd081e2be9f,Volta,Website (232+61/134) (Total 293-366) - 388.5 (27/1/2021),QA (24-32 - final 17.5) - 17.5h,QA,17.5,,,17.5,19,25,19,19,19,0,2020-11-24,2021-05-25,rollup-parent-kept-no-children entries-exceed-title-total
e9f5d40b-0440-4df4-8069-b4f615aceeec,Volta,Website (232+61/134) (Total 293-366) - 388.5 (27/1/2021),אינטרקציית מפה 2-3 - 1.5,אינטרקציית מפה,3,2,,1.5,,1,,1.5,,1.5,2020-12-15,2020-12-15,budget-range
9d8534c1-d705-4a63-a735-eb7141225dfb,Volta,Website (232+61/134) (Total 293-366) - 388.5 (27/1/2021),פרטי - 8-10,פרטי,10,8,,,,,,,,,,,budget-range
d31f08cf-a0b4-4852-aa64-ba28ca8a7acf,Volta,Website (232+61/134) (Total 293-366) - 388.5 (27/1/2021),מסחרי - 6-8,מסחרי,8,6,,,,,,,,,,,budget-range
8711688b-b5bb-4fad-a7b1-e333ad7833ba,Volta,Website (232+61/134) (Total 293-366) - 388.5 (27/1/2021),מוניציפלי - 6-8,מוניציפלי,8,6,,,,,,,,,,,budget-range
f5313ee7-c95e-46ef-a905-310394a1e6cc,Volta,Website (232+61/134) (Total 293-366) - 388.5 (27/1/2021),ממליצים - 16-20,ממליצים,20,16,,,,,,,,,,,budget-range
947c3bd4-90d2-4a69-8cb3-949009195b51,Volta,Website (232+61/134) (Total 293-366) - 388.5 (27/1/2021),מי אנחנו - 10-12,מי אנחנו,12,10,,,,,,,,,,,budget-range
0148c63c-71dd-45c7-afea-3037972d44b2,Volta,Website (232+61/134) (Total 293-366) - 388.5 (27/1/2021),מרכז למידה - 8-10,מרכז למידה,10,8,,,,,,,,,,,budget-range
663d3f6d-0c2e-4ebd-8d1f-cf03db8dcde7,Volta,Website (232+61/134) (Total 293-366) - 388.5 (27/1/2021),עמוד פנימי מרכז למידה (כתבה) - 6-8,עמוד פנימי מרכז למידה (כתבה),8,6,,,,,,,,,,,budget-range
7b060c08-3a2f-4342-aa8a-2f154712d6f1,Volta,Website (232+61/134) (Total 293-366) - 388.5 (27/1/2021),גיוס עובדים / משרות - 6-8,גיוס עובדים / משרות,8,6,,,,,,,,,,,budget-range
90059c75-5141-420c-89ea-b9c11b8f432d,Volta,Website (232+61/134) (Total 293-366) - 388.5 (27/1/2021),חבר מביא חבר (תלוי במורכבות של הויזואל) - 4-12,חבר מביא חבר (תלוי במורכבות של הויזואל),12,4,,,,,,,,,,,budget-range
85bf7544-5846-4710-8461-937e5d284a82,Volta,Website (232+61/134) (Total 293-366) - 388.5 (27/1/2021),PRIVACY & TERMS (לא יודע אם יהיו עוד חוץ מזה) - 3-4,PRIVACY & TERMS (לא יודע אם יהיו עוד חוץ מזה),4,3,,,,,,,,,,,budget-range
303c9d52-ae8f-45bd-8276-12249acb56c9,Volta,Website (232+61/134) (Total 293-366) - 388.5 (27/1/2021),עמוד 404 (תלוי מאוד ברמת ההשקעה שיירצו) - 4-12,עמוד 404 (תלוי מאוד ברמת ההשקעה שיירצו),12,4,,,,,,,,,,,budget-range
563156d1-d0b2-474d-a03c-2504a4c4493c,Volta,Website (232+61/134) (Total 293-366) - 388.5 (27/1/2021),מחשבון (תלוי מאוד ברמת ההשקעה שיירצו) - 8-12,מחשבון (תלוי מאוד ברמת ההשקעה שיירצו),12,8,,,,,,,,,,,budget-range
1069eb23-3cff-470f-bc19-40bf8ce4b844,Volta,Website (232+61/134) (Total 293-366) - 388.5 (27/1/2021),אייקונים לשורת נתונים 4-6 - 15.25,אייקונים לשורת נתונים,6,4,,15.25,,,,15.25,,15.25,,,budget-range budget-vs-actual-far
e15e9708-77cc-4fb2-82bd-d860911541e6,Volta,Website (232+61/134) (Total 293-366) - 388.5 (27/1/2021),אייקונים לורטיקלים 1-2 - 1.25,אייקונים לורטיקלים,2,1,,1.25,,,,1.25,,1.25,,,budget-range
e5dfe49b-e1a4-40c9-8e50-63ea9d723db5,Volta,Website (232+61/134) (Total 293-366) - 388.5 (27/1/2021),שבירת מיתוסים 2-3 - 2,שבירת מיתוסים,3,2,,2,,,,2,,2,,,budget-range
60d2f697-eb52-444d-ac42-793258576336,Volta,Website (232+61/134) (Total 293-366) - 388.5 (27/1/2021),לייאאוט להדר 2-3 - 2.25,לייאאוט להדר,3,2,,2.25,,,,2.25,,2.25,,,budget-range
76a9c79b-1aa1-406a-b831-eef09b849ea1,Volta,Website (232+61/134) (Total 293-366) - 388.5 (27/1/2021),אייקונים למחשבון 3-5 - 2,אייקונים למחשבון,5,3,,2,,,,2,,2,,,budget-range
4d543880-cb0b-4072-8c7a-7a665d6cab37,Volta,Website (232+61/134) (Total 293-366) - 388.5 (27/1/2021),מחשבון חיווי גרפי להצללה/כיוון 3-4 - 4,מחשבון חיווי גרפי להצללה/כיוון,4,3,,4,,,,4,,4,,,budget-range
0119fb22-1959-4ada-a2f3-6f7f4391a892,Volta,Website (232+61/134) (Total 293-366) - 388.5 (27/1/2021),גרפים במחשבון 6-8 - 8,גרפים במחשבון,8,6,,8,,,,8,,8,,,budget-range
5b57b12d-74ef-499f-b320-be831bcb2356,Volta,Movies - 171.75h (2/5/21),Graphic package for videos -19.75h,Graphic package for videos,,,,19.75,2.5,9,2.5,19.75,2.5,17.25,2020-12-09,2021-02-18,title-vs-comments-differ
9469608a-9455-4b4c-9c2d-668fa570ee0a,Volta,Website (232+61/134) (Total 293-366) - 388.5 (27/1/2021),טופס לידים 0.5-1,טופס לידים,1,0.5,,,,1,,,,,2020-12-14,2020-12-14,budget-range
94e1fc73-c2a2-4ad1-b5a7-7ae4f6c133eb,Volta,Movies - 171.75h (2/5/21),Q&A Movies - 128.25h,Q&A Movies,,,,128.25,18.25,22,15.75,,,,2020-12-24,2021-05-02,rollup-parent-zeroed title-vs-comments-differ
360bfd26-ff6c-489a-8efc-dfd7808b3481,Volta,Website (232+61/134) (Total 293-366) - 388.5 (27/1/2021),Temporary pages - 9.75h,Temporary pages,,,,9.75,4,10,4,9.75,4,5.75,2021-01-05,2021-03-11,title-vs-comments-differ
7ef418ec-988d-49f5-bf73-8cdd26932acf,Volta,Website (232+61/134) (Total 293-366) - 388.5 (27/1/2021),Image editing - 12.75h,Image editing,,,,12.75,9.75,16,9.75,12.75,9.75,3,2021-01-05,2021-05-30,title-vs-comments-differ
9acbd891-8f35-44d5-96b9-0159f8f19d52,Volta,Website (232+61/134) (Total 293-366) - 388.5 (27/1/2021),מפתח שנעשה - 18.25h,מפתח שנעשה,,,,,,,,,,,,,key-reduction-not-counted
928ac0d5-3c80-484e-b7bf-239a93651d7c,Volta,Website (232+61/134) (Total 293-366) - 388.5 (27/1/2021),מפתח שנעשה - 15.75h,מפתח שנעשה,,,,,,,,,,,,,key-reduction-not-counted
092490f2-f25b-4e0e-9dee-561a185cc958,Volta,Website (232+61/134) (Total 293-366) - 388.5 (27/1/2021),Calculator social share image - 1.5h,Calculator social share image,,,,1.5,0.5,2,0.5,1.5,0.5,1,2021-02-18,2021-02-21,title-vs-comments-differ
80f86a7e-6071-47e0-9328-2a30986660bd,Volta,Ongoing - 25.75h,Volta modular page (16h + 15h dev) - 8+15h,Volta modular page,31,,,23,8,6,8,23,8,15,2021-02-24,2021-03-04,budget-sum title-vs-comments-differ
3102332e-3bc8-4078-ae7c-a581a69140d7,Volta,Leg 2 (181h) - 150.75h,Municipal page (41h) - 34.25h,Municipal page,41,,,34.25,43.25,26,25,43.25,43.25,0,2021-03-04,2021-06-07,title-vs-comments-differ entries-exceed-title-total
e89b8884-f29b-4440-86c1-b7cb3d02986c,Volta,Leg 2 (181h) - 150.75h,About us page (50h)- 39h,About us page,50,,,39,43.75,17,43.75,43.75,43.75,0,2021-03-07,2021-08-26,entries-exceed-title-total
d0b0917b-9589-4239-aad6-f8ddbd73944b,Volta,Leg 2 (181h) - 150.75h,Careers page (20h)-28h,Careers page,20,,,28,20.25,12,20.25,28,20.25,7.75,2021-03-07,2021-05-20,title-vs-comments-differ
2a17a5d4-6743-488f-b662-9449fe136fa8,Volta,Leg 2 (181h) - 150.75h,Single job page (8h) - 2h,Single job page,8,,,2,2,1,2,2,2,0,2021-03-10,2021-03-10,budget-vs-actual-far
9d30e00a-8b5f-447f-b9a9-6d0655deeb59,Volta,Leg 2 (181h) - 150.75h,Testimonials (21h) - 30.5h,Testimonials,21,,,30.5,30.75,14,29.75,30.75,30.75,0,2021-03-04,2021-09-05,entries-exceed-title-total
afa02835-487f-4473-b10c-ba9c52d670c9,Volta,Leg 2 (181h) - 150.75h,3D & Animations - municipal page (36h) - 19.5h,3D & Animations - municipal page,36,,,19.5,3.5,4,3.5,19.5,3.5,16,2021-03-10,2021-04-25,title-vs-comments-differ
3f08e545-4bae-4f92-8f08-5303613553f3,Volta,Referral pages UX+UI (84h) - 35h,Registration page (22h) - 8.5h,Registration page,22,,,8.5,20,9,-4.5,20,20,0,2021-04-06,2021-06-06,title-vs-comments-differ entries-exceed-title-total
14188584-b0f2-4d4c-a6de-19318ea86eb3,Volta,Referral pages UX+UI (84h) - 35h,Personal area page (40h-50h) - 33.75 h,Personal area page,50,,,33.75,47.25,22,9,47.25,47.25,0,2021-04-06,2021-06-17,budget-multi title-vs-comments-differ entries-exceed-title-total
86c98bb6-4676-467c-8fe3-63316296ae8d,Volta,Movies - 171.75h (2/5/21),CSL Movies graphic package (8h-12h) - 5.75,CSL Movies graphic package,12,,,5.75,5.65,3,,5.75,5.65,0.1,2021-04-05,2021-04-08,budget-multi
bcbe0412-ac6e-44c2-8fcf-15bedc0a747c,Yoco,Other - 101.25h (04/05/22),One pager - 13.5h,One pager,,,,13.5,7.5,5,6,13.5,7.5,6,2022-04-28,2022-05-09,title-vs-comments-differ
caa07edd-b1a5-4c05-b224-518a6c6376fa,Yoco,Yoco new website - 67h (26/06/22),Landing page desktop (40-50h) - 45.75h,Landing page desktop,50,40,,45.75,33.75,18,18.25,45.75,33.75,12,2022-05-03,2022-05-25,budget-range title-vs-comments-differ
8a5f04a9-2822-40aa-83a2-3a8c650e722d,Yoco,Other - 101.25h (04/05/22),Right panel button - 1.75h,Right panel button,,,,1.75,1,2,,1.75,1,0.75,2022-05-03,2022-05-09,title-vs-comments-differ
7a07c206-f23c-419e-84ca-f7caa03b0403,Anchor,Branding (160h) - 210h (9/12/21),Logo design (30h) - 15h,Logo design,30,,,15,22.5,14,22.5,22.5,22.5,0,2021-09-19,2021-10-10,title-vs-comments-differ entries-exceed-title-total
29e707f4-cc99-4e90-ae58-d0bb848f1054,Anchor,Branding (160h) - 210h (9/12/21),New options logo design - 38.75h,New options logo design,,,,38.75,19.5,12,19.5,38.75,19.5,19.25,2021-09-26,2021-10-12,title-vs-comments-differ
2dcc3c7d-cb80-428b-b136-5db0684e1b0a,Anchor,New pages for website -70h (01/05/22),Press page design (40h) - 35.25h,Press page design,40,,,35.25,40.5,15,40.5,40.5,40.5,0,2022-03-02,2022-04-05,entries-exceed-title-total
3770e0dd-3f14-42e1-a12c-84ab4c0de18b,Anchor,New pages for website -70h (01/05/22),Brand assets page (6-8h) -10.5h,Brand assets page,8,6,,10.5,4,4,3.5,10.5,4,6.5,2022-03-23,2022-03-27,budget-range title-vs-comments-differ
09b15c05-51c7-4c9a-b0bf-aa028807c14e,Anchor,New pages for website -70h (01/05/22),Headers for the website (16-24h),Headers for the website,24,16,,,,,,,,,,,budget-range
45659c7e-3ae7-4769-929c-8f712110979e,Anchor,New pages for website -70h (01/05/22),Pricing page (32h) - 23.25h,Pricing page,32,,,23.25,20.25,10,16.25,23.25,20.25,3,2022-03-28,2022-04-28,rollup-parent-kept-no-children
cc0388e9-93b5-4429-ab63-948cb418a80b,Anchor,November 2022,Exporting Assets at clients request  (1.5h) - 1.5h ,Exporting Assets at clients request,1.5,,,1.5,1,2,1,1.5,1,0.5,2022-11-21,2022-11-27,title-vs-comments-differ
4be3b4a6-99c5-4221-a0da-939d949acb89,One Zero,Branding  - 406.25 (14/04/22),Kickoff & preparation - 14h,Kickoff & preparation,,,,14,11,5,6,14,11,3,2022-02-01,2022-02-06,title-vs-comments-differ
38ca0070-dff4-403f-8436-95641d379681,One Zero,Branding  - 406.25 (14/04/22),Hero concepts (30h) - 40h,Hero concepts,30,,,40,10,4,1,40,10,30,2022-03-13,2022-03-15,title-vs-comments-differ
f737aa54-1ad2-4a2d-92da-f9e079584bb4,One Zero,Website,Homepage Design (150hrs-240hrs),Homepage Design,240,,,,,,,,,,,,budget-multi
ad0d3499-7fcb-44dc-a8b6-1d9e8b625883,One Zero,Branding  - 406.25 (14/04/22),Approach concepts - 79.25h,Approach concepts,,,,79.25,105.5,23,61,105.5,105.5,0,2022-02-06,2022-02-21,title-vs-comments-differ entries-exceed-title-total
765c0974-fc80-469e-8315-75cf7ff878f2,One Zero,Branding  - 406.25 (14/04/22),Implementation examples - (87h) - 128h,Implementation examples,87,,,128,153.5,33,71.75,153.5,153.5,0,2022-02-23,2022-03-28,entries-exceed-title-total
5921f38b-3a27-4e98-b606-c34d642bdfde,One Zero,Branding  - 406.25 (14/04/22),Continue developing the visual language -131.75h,Continue developing the visual language,,,,131.75,136.75,28,74.75,136.75,136.75,0,2022-03-21,2022-05-12,entries-exceed-title-total
fa9425a1-04f7-4461-860a-8536ee8c6edf,Mesh,Branding (50h),Logo - 35.75h,Logo,,,,35.75,5.75,10,,35.75,5.75,30,2022-04-24,2022-05-23,title-vs-comments-differ
eba81838-0ba5-459c-a024-765d1347850f,Quadream,New Section,wireframe - [32] - 37hr,wireframe - [32],,,,37,39,14,28,39,39,0,2016-08-18,2016-09-12,entries-exceed-title-total
b66c4f29-15a4-4c88-a86c-f8f1889a1f82,Quadream,New Section,Presentation case study 1 - 24hrs,Presentation case study 1,,,,24,,2,,24,,24,2016-09-27,2016-09-27,rollup-parent-kept-no-children
dd0f1e5a-e373-4523-bc0e-2e413ac3a122,Quadream,New Section,presentation - 10hrs,presentation,,,,10,3,2,,10,3,7,2016-09-26,2016-09-27,title-vs-comments-differ
9f79674b-0489-44f2-a258-9a0c8bbb1e1e,Quadream,New Section,Presentation case study 2 - 2hrs,Presentation case study 2,,,,2,2,1,,2,2,0,2016-09-26,2016-09-26,rollup-parent-kept-no-children
7f84d829-ac40-460c-87b9-7901ac306a7a,Quadream,New Section,Ui system - 165hrs,Ui system,,,,165,8,20,,165,8,157,2016-10-20,2016-12-29,rollup-parent-kept-no-children title-vs-comments-differ
03fd48a5-d1f7-48c8-bc8d-3ad81328e5fb,Quadream,New Section,presentation - 24 hrs ,presentation,,,,24,12,4,7,24,12,12,2017-02-16,2017-02-21,title-vs-comments-differ
ee91f4f2-3327-4e6c-a5bf-45d27c9e27c5,Quadream,New Section,May Hours - 34.5,May Hours,,,,34.5,1,13,,34.5,1,33.5,2017-05-07,2017-05-28,title-vs-comments-differ
0d5a37cf-ea58-4a24-a372-dbc43f13855d,Quadream,(no section),presentation 19 hr,presentation,,,,19,25,5,25,25,25,0,2017-07-24,2017-07-27,title-vs-comments-differ entries-exceed-title-total
5595616c-7794-4c92-acda-1d2cec3bfde3,Quadream,hours,white paper touch-up 21.5 hr,white paper touch-up,,,,21.5,1.5,4,1.5,21.5,1.5,20,2018-01-11,2018-01-21,title-vs-comments-differ
05952a7d-8199-43b6-a51d-025ff09ec7d7,Quadream,hours,February Hours - 82.5h,February Hours,,,,82.5,1,13,,82.5,1,81.5,2018-02-11,2018-02-28,title-vs-comments-differ
c9bdb75b-a5eb-466b-8878-2cb5a5bdd0df,Quadream,hours,March Hours - 120.5 hr,March Hours,,,,120.5,1,14,,120.5,1,119.5,2018-03-05,2018-03-28,title-vs-comments-differ
95e6ca2c-0d2b-4650-8716-e25e0fba071f,Quadream,hours,April hours - 123hrs,April hours,,,,123,10,13,8,123,10,113,2018-04-02,2018-04-30,title-vs-comments-differ
a7af7676-c0fd-40e4-9ab7-88b359d2a95e,Quadream,hours,Logo - 55h,Logo,,,,55,60.5,21,60.5,60.5,60.5,0,2018-04-29,2019-09-16,entries-exceed-title-total
7b4d6ed4-ff33-470e-b4b3-264119ad84ae,Quadream,hours,june hours - 59.5,june hours,,,,59.5,20,9,20,59.5,20,39.5,2018-06-05,2018-06-28,title-vs-comments-differ
3d4b1387-5de8-4497-b133-4f55bedcf889,Quadream,hours,july hours -85.5,july hours,,,,85.5,6,12,6,85.5,6,79.5,2018-07-01,2018-07-18,title-vs-comments-differ
1f1f97e6-8e94-43ec-aad4-2749b722f2b7,Quadream,hours,January 19 -  115.5 Hours,January 19,,,,115.5,89,21,89,115.5,89,26.5,2019-01-07,2019-02-03,title-vs-comments-differ
da3dcd0e-380a-4bd2-b6d0-9cf561da7930,Quadream,hours,Feb 19 - 90h,Feb 19,,,,90,90.75,19,90.75,90.75,90.75,0,2019-02-04,2019-03-04,entries-exceed-title-total
d35cb506-b8cc-486c-a407-1ee5e3a23d34,Quadream,hours,quadream animations  - 31.5h,quadream animations,,,,31.5,16.5,21,16.5,31.5,16.5,15,2019-03-19,2019-08-22,title-vs-comments-differ
2e4bc41f-c881-4a0f-a6b5-94ba4982fb77,Quadream,(no section),quadream UI July  (Inreach budget) - 56.5 h,quadream UI July (Inreach budget),,,,56.5,0.5,12,0.5,56.5,0.5,56,2019-07-07,2019-07-30,title-vs-comments-differ
811490a2-f82f-4726-95db-8efa06db8bd3,Quadream,hours,ui ux Augut 19 - (Inreach Budget)- 33.5h,ui ux Augut 19 - (Inreach Budget),,,,33.5,3.5,10,3.5,33.5,3.5,30,2019-08-01,2019-08-29,title-vs-comments-differ
23ee56f6-d744-4026-8bbc-d37cce3a7a1a,Quadream,hours,Visual Language - 41.5h,Visual Language,,,,41.5,59.5,22,59.5,59.5,59.5,0,2019-08-15,2019-09-11,title-vs-comments-differ entries-exceed-title-total
97b58cf0-ad54-4685-bca7-a4c64ef60933,Quadream,hours,UI/UX September 19 (Inreach Budget) - 18.5h,UI/UX September 19 (Inreach Budget),,,,18.5,13,6,13,18.5,13,5.5,2019-09-19,2019-10-10,title-vs-comments-differ
dd85b0a6-6b22-475d-987f-a4b49255209b,Quadream,hours,UI/UX October 19 (Inreach Budget) - 1h ,UI/UX October 19 (Inreach Budget),,,,1,0.75,3,0.75,1,0.75,0.25,2019-10-10,2019-10-27,title-vs-comments-differ
4f3a8d28-ecbf-49bf-a1fa-3217cfc26f5d,Quadream,hours,UI/UX December 19 (Inreach Budget) - 65.25h,UI/UX December 19 (Inreach Budget),,,,65.25,48,28,48,65.25,48,17.25,2019-12-01,2019-12-31,title-vs-comments-differ
a7870f72-0e45-48d0-b254-c58e19c73ed1,Quadream,hours,UI/UX March 20 (Inreach Budget) - 51.75h,UI/UX March 20 (Inreach Budget),,,,51.75,52.25,15,52.25,52.25,52.25,0,2020-03-01,2020-03-31,entries-exceed-title-total
cf8915a6-d9ef-4f8d-9567-f2a8c0fc01e1,Quadream,שונות,ISS flyer (1) -1 ,ISS flyer,1,,,1,2,1,2,2,2,0,2021-03-31,2021-03-31,title-vs-comments-differ entries-exceed-title-total
250b65f9-af3b-4504-b7b6-bbf93afc18f4,Quadream,January 22,ISS Dubai invitation (1-3) - ,ISS Dubai invitation,3,1,,,1,1,,1,1,0,2022-01-12,2022-01-12,budget-range
9ab763ef-a7fd-498a-b741-14f0f8f9cb6f,Cognigo (d.day labs),,Branding&Ui - march - 113.5 hrs,Branding&Ui - march,,,,113.5,5,18,5,113.5,5,108.5,2017-03-05,2017-03-30,title-vs-comments-differ
9eb73506-6dc8-4053-8060-2c3e7f25cdf3,Cognigo (d.day labs),,UI August - 109.5,UI August,,,,109.5,5,19,5,109.5,5,104.5,2017-08-01,2017-09-03,title-vs-comments-differ
26787294-3f0b-455d-8479-f353447ad244,Cognigo (d.day labs),,ui - january - 62.5h,ui - january,,,,62.5,7.5,11,7.5,62.5,7.5,55,2018-01-01,2018-01-29,title-vs-comments-differ
e88b0b9f-112c-4bdc-9478-866930bdc1fd,Cognigo (d.day labs),to do list,Website- 289.75h - FINAL,Website,,,,289.75,81.75,50,80.25,289.75,81.75,208,2018-03-12,2019-03-12,title-vs-comments-differ
4cf5becd-dd3f-4b58-bbfd-0020f7bdda02,Cognigo (d.day labs),,Pesach card-4.5h,Pesach card,,,,4.5,2,2,2,4.5,2,2.5,2018-03-21,2018-03-26,title-vs-comments-differ
47ce3c13-606c-4e1f-8510-2ef70463bd81,Cognigo (d.day labs),,Exhibition Print - 31.75h,Exhibition Print,,,,31.75,9.75,10,9.75,31.75,9.75,22,2018-03-22,2018-07-01,title-vs-comments-differ
42403263-a595-4c1a-863b-1f0899e32c0e,Cognigo (d.day labs),,Value Poster - 4.5h,Value Poster,,,,4.5,2.5,3,2.5,4.5,2.5,2,2018-05-31,2018-06-06,title-vs-comments-differ
dd9ab078-e766-418a-918f-afce98338f2e,Cognigo (d.day labs),to do list,BlackHat T-shirt Design - 3h,BlackHat T-shirt Design,,,,3,3.5,6,3.5,3.5,3.5,0,2018-07-04,2018-07-31,entries-exceed-title-total
df84ef43-3ce3-4b20-842e-fe9a832d2c64,Cognigo (d.day labs),to do list,HLS&CYBER‎ Booth design 4 hrs,HLS&CYBER‎ Booth design,,,,4,2.5,3,2.5,4,2.5,1.5,2018-08-29,2018-10-18,title-vs-comments-differ
77305e6f-20de-4857-a580-ccd855781990,Cognigo (d.day labs),to do list,DSAR templet 3hrs,DSAR templet,,,,3,2.25,3,2.25,3,2.25,0.75,2018-08-29,2018-09-06,title-vs-comments-differ
49a38193-d484-4531-a2c8-9145ec3cfc06,Cognigo (d.day labs),to do list,Booth Design for Data Protection World Forum - 6 h,Booth Design for Data Protection World Forum,,,,6,7,6,7,7,7,0,2018-10-16,2018-10-28,entries-exceed-title-total
a6e414be-cefb-4b20-b7a2-1d0eb00e81ff,Cognigo (d.day labs),(no section),Breach Report - 50.25h,Breach Report,,,,50.25,19.75,16,19.75,50.25,19.75,30.5,2018-10-18,2019-01-17,title-vs-comments-differ
34a2c731-cd35-4b66-8dad-b037df2c0efb,Cognigo (d.day labs),to do list,Presentation - 40 hrs,Presentation,,,,40,31.5,11,31.5,40,31.5,8.5,2018-10-28,2018-12-02,title-vs-comments-differ
e1732a9b-7e01-4d87-b9dd-b97a57212926,Cognigo (d.day labs),,RSAC Presentation - 38h,RSAC Presentation,,,,38,42.5,7,42.5,42.5,42.5,0,2018-11-27,2018-12-03,entries-exceed-title-total
715c2f83-e16f-473e-90b3-c4510ebca6ce,Cognigo (d.day labs),to do list,overview presentation (guy) - 13.5h,overview presentation (guy),,,,13.5,10,6,10,13.5,10,3.5,2019-01-03,2019-01-07,title-vs-comments-differ
9c30b1eb-b31b-4de7-b09c-41a87cc05a21,Cognigo (d.day labs),to do list,Data Mapping UX+UI - 107.25h,Data Mapping UX+UI,,,,107.25,109.5,35,109.5,109.5,109.5,0,2019-01-10,2019-05-07,entries-exceed-title-total
5b034469-1193-4a3c-868b-0ac88d84ca49,Cognigo (d.day labs),to do list,GDPR + Cognigo Data sheets - 37 h,GDPR + Cognigo Data sheets,,,,37,17.5,24,17.5,37,17.5,19.5,2019-01-23,2019-03-31,title-vs-comments-differ
c5f5d9c1-2eaf-4636-84eb-a5f297f30b9c,Cognigo (d.day labs),to do list,Cognigo x NetApp - 62.75h,Cognigo x NetApp,,,,62.75,37.75,11,37.75,62.75,37.75,25,2019-05-06,2019-05-23,title-vs-comments-differ
f1c1c5aa-fdd5-453f-8a70-9a484d580ac8,Cognigo (d.day labs),to do list,Laser cut model (11 hours from the client)- 12.25h,Laser cut model (11 hours from the client),11,,,12.25,9.75,12,9.75,12.25,9.75,2.5,2019-05-15,2019-06-10,title-vs-comments-differ
219d7ecd-65f7-4171-92bf-7ced2c93d8da,In-reach,(no section),business card - 3.75 hr,business card,,,,3.75,2.25,5,2.25,3.75,2.25,1.5,2017-12-19,2019-05-20,title-vs-comments-differ
15e09b80-dccf-4d7f-908d-7d1206d8a5f1,In-reach,(no section),Brochure 'Reign' - 5.5h,Brochure 'Reign',,,,5.5,6,4,6,6,6,0,2019-05-05,2019-05-14,entries-exceed-title-total
557f69c8-3b20-4871-ad6a-008abbc5d7e2,Siteaware,Branding,Presentation (50 Hours from client) - 66hrs,Presentation,50,,,66,69,26,67.5,69,69,0,2018-06-19,2018-07-31,entries-exceed-title-total
1fc0b7c1-3c29-451c-a455-63c3c4089932,Siteaware,Branding,business card 3hrs,business card,,,,3,3.75,5,3.75,3.75,3.75,0,2018-08-14,2018-08-22,entries-exceed-title-total
9c10bfcd-a58f-49fb-93ac-5667643a6ed1,Siteaware,Branding,Extra slide for ppt (booth design) - 0.75hrs,Extra slide for ppt (booth design),,,,0.75,0.25,2,0.25,0.75,0.25,0.5,2018-10-24,2018-10-24,title-vs-comments-differ
944a144e-72d3-4921-89a2-78cd782472ef,Siteaware,Digital,Inspection tool - (76h from client) - 75.5,Inspection tool,76,,,75.5,97.5,25,97.5,97.5,97.5,0,2019-01-21,2019-02-27,title-vs-comments-differ entries-exceed-title-total
c302ba4a-f736-4ab2-b117-ce9c508876b2,Siteaware,Branding,Management pics (ppt) - 1.25h,Management pics (ppt),,,,1.25,1.75,3,1.75,1.75,1.75,0,2019-02-07,2019-02-10,title-vs-comments-differ entries-exceed-title-total
